gvkey,iid,datadate,tic,conm,prccd,fyrc
005180,90,05/24/2021,GSK,GSK PLC,38.6700,12
005180,90,05/25/2021,GSK,GSK PLC,38.6600,12
005180,90,05/26/2021,GSK,GSK PLC,38.7100,12
005180,90,05/27/2021,GSK,GSK PLC,38.4900,12
005180,90,05/28/2021,GSK,GSK PLC,38.7700,12
005180,90,06/01/2021,GSK,GSK PLC,38.3500,12
005180,90,06/02/2021,GSK,GSK PLC,38.3900,12
005180,90,06/03/2021,GSK,GSK PLC,38.7100,12
005180,90,06/04/2021,GSK,GSK PLC,38.9000,12
005180,90,06/07/2021,GSK,GSK PLC,38.7500,12
005180,90,06/08/2021,GSK,GSK PLC,38.8200,12
005180,90,06/09/2021,GSK,GSK PLC,39.5500,12
005180,90,06/10/2021,GSK,GSK PLC,40.2300,12
005180,90,06/11/2021,GSK,GSK PLC,40.1500,12
005180,90,06/14/2021,GSK,GSK PLC,40.4900,12
005180,90,06/15/2021,GSK,GSK PLC,40.5700,12
005180,90,06/16/2021,GSK,GSK PLC,40.6600,12
005180,90,06/17/2021,GSK,GSK PLC,40.5700,12
005180,90,06/18/2021,GSK,GSK PLC,39.8400,12
005180,90,06/21/2021,GSK,GSK PLC,39.7800,12
005180,90,06/22/2021,GSK,GSK PLC,39.0800,12
005180,90,06/23/2021,GSK,GSK PLC,39.8500,12
005180,90,06/24/2021,GSK,GSK PLC,39.7000,12
005180,90,06/25/2021,GSK,GSK PLC,39.7800,12
005180,90,06/28/2021,GSK,GSK PLC,39.8800,12
005180,90,06/29/2021,GSK,GSK PLC,39.9500,12
005180,90,06/30/2021,GSK,GSK PLC,39.8200,12
005180,90,07/01/2021,GSK,GSK PLC,40.1700,12
005180,90,07/02/2021,GSK,GSK PLC,40.4100,12
005180,90,07/06/2021,GSK,GSK PLC,40.0600,12
005180,90,07/07/2021,GSK,GSK PLC,40.2400,12
005180,90,07/08/2021,GSK,GSK PLC,39.9700,12
005180,90,07/09/2021,GSK,GSK PLC,40.1600,12
005180,90,07/12/2021,GSK,GSK PLC,40.3700,12
005180,90,07/13/2021,GSK,GSK PLC,40.5300,12
005180,90,07/14/2021,GSK,GSK PLC,40.4500,12
005180,90,07/15/2021,GSK,GSK PLC,39.6200,12
005180,90,07/16/2021,GSK,GSK PLC,39.8500,12
005180,90,07/19/2021,GSK,GSK PLC,39.3000,12
005180,90,07/20/2021,GSK,GSK PLC,39.0900,12
005180,90,07/21/2021,GSK,GSK PLC,39.3200,12
005180,90,07/22/2021,GSK,GSK PLC,39.2300,12
005180,90,07/23/2021,GSK,GSK PLC,39.5100,12
005180,90,07/26/2021,GSK,GSK PLC,39.0200,12
005180,90,07/27/2021,GSK,GSK PLC,39.5200,12
005180,90,07/28/2021,GSK,GSK PLC,39.5000,12
005180,90,07/29/2021,GSK,GSK PLC,40.1000,12
005180,90,07/30/2021,GSK,GSK PLC,40.1400,12
005180,90,08/02/2021,GSK,GSK PLC,40.2400,12
005180,90,08/03/2021,GSK,GSK PLC,40.6400,12
005180,90,08/04/2021,GSK,GSK PLC,40.5000,12
005180,90,08/05/2021,GSK,GSK PLC,40.9200,12
005180,90,08/06/2021,GSK,GSK PLC,40.4100,12
005180,90,08/09/2021,GSK,GSK PLC,40.5800,12
005180,90,08/10/2021,GSK,GSK PLC,40.6500,12
005180,90,08/11/2021,GSK,GSK PLC,41.1100,12
005180,90,08/12/2021,GSK,GSK PLC,41.2600,12
005180,90,08/13/2021,GSK,GSK PLC,41.9700,12
005180,90,08/16/2021,GSK,GSK PLC,42.0800,12
005180,90,08/17/2021,GSK,GSK PLC,42.3300,12
005180,90,08/18/2021,GSK,GSK PLC,42.1500,12
005180,90,08/19/2021,GSK,GSK PLC,41.8100,12
005180,90,08/20/2021,GSK,GSK PLC,41.8500,12
005180,90,08/23/2021,GSK,GSK PLC,41.4900,12
005180,90,08/24/2021,GSK,GSK PLC,41.0300,12
005180,90,08/25/2021,GSK,GSK PLC,41.1100,12
005180,90,08/26/2021,GSK,GSK PLC,40.9500,12
005180,90,08/27/2021,GSK,GSK PLC,40.8200,12
005180,90,08/30/2021,GSK,GSK PLC,40.9100,12
005180,90,08/31/2021,GSK,GSK PLC,40.7400,12
005180,90,09/01/2021,GSK,GSK PLC,41.1100,12
005180,90,09/02/2021,GSK,GSK PLC,41.4300,12
005180,90,09/03/2021,GSK,GSK PLC,41.6100,12
005180,90,09/07/2021,GSK,GSK PLC,40.9400,12
005180,90,09/08/2021,GSK,GSK PLC,40.5200,12
005180,90,09/09/2021,GSK,GSK PLC,39.7800,12
005180,90,09/10/2021,GSK,GSK PLC,39.7500,12
005180,90,09/13/2021,GSK,GSK PLC,39.7600,12
005180,90,09/14/2021,GSK,GSK PLC,39.3700,12
005180,90,09/15/2021,GSK,GSK PLC,39.2200,12
005180,90,09/16/2021,GSK,GSK PLC,39.1100,12
005180,90,09/17/2021,GSK,GSK PLC,38.9300,12
005180,90,09/20/2021,GSK,GSK PLC,38.8500,12
005180,90,09/21/2021,GSK,GSK PLC,39.0800,12
005180,90,09/22/2021,GSK,GSK PLC,39.2800,12
005180,90,09/23/2021,GSK,GSK PLC,39.3400,12
005180,90,09/24/2021,GSK,GSK PLC,38.3900,12
005180,90,09/27/2021,GSK,GSK PLC,38.5000,12
005180,90,09/28/2021,GSK,GSK PLC,38.0500,12
005180,90,09/29/2021,GSK,GSK PLC,38.3300,12
005180,90,09/30/2021,GSK,GSK PLC,38.2100,12
005180,90,10/01/2021,GSK,GSK PLC,38.1300,12
005180,90,10/04/2021,GSK,GSK PLC,38.4100,12
005180,90,10/05/2021,GSK,GSK PLC,38.2200,12
005180,90,10/06/2021,GSK,GSK PLC,38.1300,12
005180,90,10/07/2021,GSK,GSK PLC,38.6600,12
005180,90,10/08/2021,GSK,GSK PLC,38.7100,12
005180,90,10/11/2021,GSK,GSK PLC,38.2400,12
005180,90,10/12/2021,GSK,GSK PLC,38.6400,12
005180,90,10/13/2021,GSK,GSK PLC,38.8000,12
005180,90,10/14/2021,GSK,GSK PLC,38.7200,12
005180,90,10/15/2021,GSK,GSK PLC,39.0100,12
005180,90,10/18/2021,GSK,GSK PLC,38.6500,12
005180,90,10/19/2021,GSK,GSK PLC,39.1700,12
005180,90,10/20/2021,GSK,GSK PLC,39.4600,12
005180,90,10/21/2021,GSK,GSK PLC,39.5500,12
005180,90,10/22/2021,GSK,GSK PLC,39.7700,12
005180,90,10/25/2021,GSK,GSK PLC,39.8100,12
005180,90,10/26/2021,GSK,GSK PLC,40.1800,12
005180,90,10/27/2021,GSK,GSK PLC,40.4200,12
005180,90,10/28/2021,GSK,GSK PLC,42.1200,12
005180,90,10/29/2021,GSK,GSK PLC,42.3300,12
005180,90,11/01/2021,GSK,GSK PLC,42.5900,12
005180,90,11/02/2021,GSK,GSK PLC,42.8000,12
005180,90,11/03/2021,GSK,GSK PLC,43.5300,12
005180,90,11/04/2021,GSK,GSK PLC,43.0000,12
005180,90,11/05/2021,GSK,GSK PLC,43.4900,12
005180,90,11/08/2021,GSK,GSK PLC,42.7700,12
005180,90,11/09/2021,GSK,GSK PLC,42.7300,12
005180,90,11/10/2021,GSK,GSK PLC,43.1800,12
005180,90,11/11/2021,GSK,GSK PLC,43.2300,12
005180,90,11/12/2021,GSK,GSK PLC,43.3600,12
005180,90,11/15/2021,GSK,GSK PLC,43.1700,12
005180,90,11/16/2021,GSK,GSK PLC,42.4500,12
005180,90,11/17/2021,GSK,GSK PLC,42.5500,12
005180,90,11/18/2021,GSK,GSK PLC,41.5000,12
005180,90,11/19/2021,GSK,GSK PLC,41.5900,12
005180,90,11/22/2021,GSK,GSK PLC,41.2900,12
005180,90,11/23/2021,GSK,GSK PLC,41.6000,12
005180,90,11/24/2021,GSK,GSK PLC,41.6000,12
005180,90,11/26/2021,GSK,GSK PLC,41.0200,12
005180,90,11/29/2021,GSK,GSK PLC,41.3600,12
005180,90,11/30/2021,GSK,GSK PLC,41.1200,12
005180,90,12/01/2021,GSK,GSK PLC,41.3700,12
005180,90,12/02/2021,GSK,GSK PLC,41.4700,12
005180,90,12/03/2021,GSK,GSK PLC,41.2500,12
005180,90,12/06/2021,GSK,GSK PLC,41.7600,12
005180,90,12/07/2021,GSK,GSK PLC,42.3800,12
005180,90,12/08/2021,GSK,GSK PLC,42.6800,12
005180,90,12/09/2021,GSK,GSK PLC,42.8000,12
005180,90,12/10/2021,GSK,GSK PLC,43.1700,12
005180,90,12/13/2021,GSK,GSK PLC,43.1100,12
005180,90,12/14/2021,GSK,GSK PLC,42.9000,12
005180,90,12/15/2021,GSK,GSK PLC,43.6600,12
005180,90,12/16/2021,GSK,GSK PLC,43.8200,12
005180,90,12/17/2021,GSK,GSK PLC,43.1000,12
005180,90,12/20/2021,GSK,GSK PLC,43.0600,12
005180,90,12/21/2021,GSK,GSK PLC,43.3600,12
005180,90,12/22/2021,GSK,GSK PLC,43.7700,12
005180,90,12/23/2021,GSK,GSK PLC,43.7600,12
005180,90,12/27/2021,GSK,GSK PLC,44.0900,12
005180,90,12/28/2021,GSK,GSK PLC,44.1100,12
005180,90,12/29/2021,GSK,GSK PLC,44.4400,12
005180,90,12/30/2021,GSK,GSK PLC,44.1200,12
005180,90,12/31/2021,GSK,GSK PLC,44.1000,12
006266,01,01/03/2017,JNJ,JOHNSON & JOHNSON,115.8400,12
006266,01,01/04/2017,JNJ,JOHNSON & JOHNSON,115.6500,12
006266,01,01/05/2017,JNJ,JOHNSON & JOHNSON,116.8600,12
006266,01,01/06/2017,JNJ,JOHNSON & JOHNSON,116.3000,12
006266,01,01/09/2017,JNJ,JOHNSON & JOHNSON,116.2800,12
006266,01,01/10/2017,JNJ,JOHNSON & JOHNSON,116.1600,12
006266,01,01/11/2017,JNJ,JOHNSON & JOHNSON,114.7300,12
006266,01,01/12/2017,JNJ,JOHNSON & JOHNSON,114.6200,12
006266,01,01/13/2017,JNJ,JOHNSON & JOHNSON,114.6000,12
006266,01,01/17/2017,JNJ,JOHNSON & JOHNSON,114.8700,12
006266,01,01/18/2017,JNJ,JOHNSON & JOHNSON,114.7000,12
006266,01,01/19/2017,JNJ,JOHNSON & JOHNSON,114.2000,12
006266,01,01/20/2017,JNJ,JOHNSON & JOHNSON,114.1500,12
006266,01,01/23/2017,JNJ,JOHNSON & JOHNSON,113.9100,12
006266,01,01/24/2017,JNJ,JOHNSON & JOHNSON,111.7600,12
006266,01,01/25/2017,JNJ,JOHNSON & JOHNSON,112.8000,12
006266,01,01/26/2017,JNJ,JOHNSON & JOHNSON,111.8400,12
006266,01,01/27/2017,JNJ,JOHNSON & JOHNSON,113.3800,12
006266,01,01/30/2017,JNJ,JOHNSON & JOHNSON,113.1300,12
006266,01,01/31/2017,JNJ,JOHNSON & JOHNSON,113.2500,12
006266,01,02/01/2017,JNJ,JOHNSON & JOHNSON,113.2300,12
006266,01,02/02/2017,JNJ,JOHNSON & JOHNSON,113.5700,12
006266,01,02/03/2017,JNJ,JOHNSON & JOHNSON,113.6400,12
006266,01,02/06/2017,JNJ,JOHNSON & JOHNSON,113.4000,12
006266,01,02/07/2017,JNJ,JOHNSON & JOHNSON,113.4800,12
006266,01,02/08/2017,JNJ,JOHNSON & JOHNSON,113.4000,12
006266,01,02/09/2017,JNJ,JOHNSON & JOHNSON,114.0800,12
006266,01,02/10/2017,JNJ,JOHNSON & JOHNSON,115.2400,12
006266,01,02/13/2017,JNJ,JOHNSON & JOHNSON,115.8800,12
006266,01,02/14/2017,JNJ,JOHNSON & JOHNSON,116.3600,12
006266,01,02/15/2017,JNJ,JOHNSON & JOHNSON,117.2000,12
006266,01,02/16/2017,JNJ,JOHNSON & JOHNSON,118.0800,12
006266,01,02/17/2017,JNJ,JOHNSON & JOHNSON,118.8600,12
006266,01,02/21/2017,JNJ,JOHNSON & JOHNSON,119.6600,12
006266,01,02/22/2017,JNJ,JOHNSON & JOHNSON,119.5200,12
006266,01,02/23/2017,JNJ,JOHNSON & JOHNSON,121.7000,12
006266,01,02/24/2017,JNJ,JOHNSON & JOHNSON,122.7300,12
006266,01,02/27/2017,JNJ,JOHNSON & JOHNSON,122.4000,12
006266,01,02/28/2017,JNJ,JOHNSON & JOHNSON,122.2100,12
006266,01,03/01/2017,JNJ,JOHNSON & JOHNSON,123.8600,12
006266,01,03/02/2017,JNJ,JOHNSON & JOHNSON,123.6300,12
006266,01,03/03/2017,JNJ,JOHNSON & JOHNSON,123.7900,12
006266,01,03/06/2017,JNJ,JOHNSON & JOHNSON,123.7100,12
006266,01,03/07/2017,JNJ,JOHNSON & JOHNSON,123.8300,12
006266,01,03/08/2017,JNJ,JOHNSON & JOHNSON,124.1000,12
006266,01,03/09/2017,JNJ,JOHNSON & JOHNSON,125.9500,12
006266,01,03/10/2017,JNJ,JOHNSON & JOHNSON,126.2100,12
006266,01,03/13/2017,JNJ,JOHNSON & JOHNSON,126.6800,12
006266,01,03/14/2017,JNJ,JOHNSON & JOHNSON,127.0500,12
006266,01,03/15/2017,JNJ,JOHNSON & JOHNSON,128.9600,12
006266,01,03/16/2017,JNJ,JOHNSON & JOHNSON,128.4600,12
006266,01,03/17/2017,JNJ,JOHNSON & JOHNSON,128.0600,12
006266,01,03/20/2017,JNJ,JOHNSON & JOHNSON,128.0700,12
006266,01,03/21/2017,JNJ,JOHNSON & JOHNSON,127.2500,12
006266,01,03/22/2017,JNJ,JOHNSON & JOHNSON,126.2600,12
006266,01,03/23/2017,JNJ,JOHNSON & JOHNSON,125.9000,12
006266,01,03/24/2017,JNJ,JOHNSON & JOHNSON,125.4800,12
006266,01,03/27/2017,JNJ,JOHNSON & JOHNSON,125.8000,12
006266,01,03/28/2017,JNJ,JOHNSON & JOHNSON,125.6600,12
006266,01,03/29/2017,JNJ,JOHNSON & JOHNSON,124.9200,12
006266,01,03/30/2017,JNJ,JOHNSON & JOHNSON,124.6600,12
006266,01,03/31/2017,JNJ,JOHNSON & JOHNSON,124.5500,12
006266,01,04/03/2017,JNJ,JOHNSON & JOHNSON,124.6900,12
006266,01,04/04/2017,JNJ,JOHNSON & JOHNSON,124.6800,12
006266,01,04/05/2017,JNJ,JOHNSON & JOHNSON,124.8000,12
006266,01,04/06/2017,JNJ,JOHNSON & JOHNSON,125.0500,12
006266,01,04/07/2017,JNJ,JOHNSON & JOHNSON,124.9200,12
006266,01,04/10/2017,JNJ,JOHNSON & JOHNSON,124.3400,12
006266,01,04/11/2017,JNJ,JOHNSON & JOHNSON,124.2200,12
006266,01,04/12/2017,JNJ,JOHNSON & JOHNSON,125.4000,12
006266,01,04/13/2017,JNJ,JOHNSON & JOHNSON,124.9900,12
006266,01,04/17/2017,JNJ,JOHNSON & JOHNSON,125.7200,12
006266,01,04/18/2017,JNJ,JOHNSON & JOHNSON,121.8200,12
006266,01,04/19/2017,JNJ,JOHNSON & JOHNSON,121.3700,12
006266,01,04/20/2017,JNJ,JOHNSON & JOHNSON,121.8700,12
006266,01,04/21/2017,JNJ,JOHNSON & JOHNSON,121.7600,12
006266,01,04/24/2017,JNJ,JOHNSON & JOHNSON,122.8900,12
006266,01,04/25/2017,JNJ,JOHNSON & JOHNSON,123.4300,12
006266,01,04/26/2017,JNJ,JOHNSON & JOHNSON,123.5100,12
006266,01,04/27/2017,JNJ,JOHNSON & JOHNSON,123.7400,12
006266,01,04/28/2017,JNJ,JOHNSON & JOHNSON,123.4700,12
006266,01,05/01/2017,JNJ,JOHNSON & JOHNSON,123.3400,12
006266,01,05/02/2017,JNJ,JOHNSON & JOHNSON,123.7000,12
006266,01,05/03/2017,JNJ,JOHNSON & JOHNSON,123.3300,12
006266,01,05/04/2017,JNJ,JOHNSON & JOHNSON,123.9500,12
006266,01,05/05/2017,JNJ,JOHNSON & JOHNSON,123.5100,12
006266,01,05/08/2017,JNJ,JOHNSON & JOHNSON,123.2500,12
006266,01,05/09/2017,JNJ,JOHNSON & JOHNSON,123.2100,12
006266,01,05/10/2017,JNJ,JOHNSON & JOHNSON,122.8100,12
006266,01,05/11/2017,JNJ,JOHNSON & JOHNSON,123.2000,12
006266,01,05/12/2017,JNJ,JOHNSON & JOHNSON,123.6400,12
006266,01,05/15/2017,JNJ,JOHNSON & JOHNSON,126.9900,12
006266,01,05/16/2017,JNJ,JOHNSON & JOHNSON,127.7700,12
006266,01,05/17/2017,JNJ,JOHNSON & JOHNSON,126.6700,12
006266,01,05/18/2017,JNJ,JOHNSON & JOHNSON,126.9700,12
006266,01,05/19/2017,JNJ,JOHNSON & JOHNSON,127.0000,12
006266,01,05/22/2017,JNJ,JOHNSON & JOHNSON,127.2600,12
006266,01,05/23/2017,JNJ,JOHNSON & JOHNSON,127.5200,12
006266,01,05/24/2017,JNJ,JOHNSON & JOHNSON,127.5100,12
006266,01,05/25/2017,JNJ,JOHNSON & JOHNSON,127.5300,12
006266,01,05/26/2017,JNJ,JOHNSON & JOHNSON,126.9200,12
006266,01,05/30/2017,JNJ,JOHNSON & JOHNSON,127.1100,12
006266,01,05/31/2017,JNJ,JOHNSON & JOHNSON,128.2500,12
006266,01,06/01/2017,JNJ,JOHNSON & JOHNSON,128.7800,12
006266,01,06/02/2017,JNJ,JOHNSON & JOHNSON,130.0800,12
006266,01,06/05/2017,JNJ,JOHNSON & JOHNSON,130.3600,12
006266,01,06/06/2017,JNJ,JOHNSON & JOHNSON,130.8300,12
006266,01,06/07/2017,JNJ,JOHNSON & JOHNSON,130.7500,12
006266,01,06/08/2017,JNJ,JOHNSON & JOHNSON,130.5500,12
006266,01,06/09/2017,JNJ,JOHNSON & JOHNSON,131.5300,12
006266,01,06/12/2017,JNJ,JOHNSON & JOHNSON,131.8200,12
006266,01,06/13/2017,JNJ,JOHNSON & JOHNSON,132.0200,12
006266,01,06/14/2017,JNJ,JOHNSON & JOHNSON,132.7700,12
006266,01,06/15/2017,JNJ,JOHNSON & JOHNSON,133.0400,12
006266,01,06/16/2017,JNJ,JOHNSON & JOHNSON,134.3500,12
006266,01,06/19/2017,JNJ,JOHNSON & JOHNSON,134.0700,12
006266,01,06/20/2017,JNJ,JOHNSON & JOHNSON,134.2200,12
006266,01,06/21/2017,JNJ,JOHNSON & JOHNSON,134.9100,12
006266,01,06/22/2017,JNJ,JOHNSON & JOHNSON,136.0500,12
006266,01,06/23/2017,JNJ,JOHNSON & JOHNSON,136.4300,12
006266,01,06/26/2017,JNJ,JOHNSON & JOHNSON,136.3400,12
006266,01,06/27/2017,JNJ,JOHNSON & JOHNSON,135.0100,12
006266,01,06/28/2017,JNJ,JOHNSON & JOHNSON,133.8200,12
006266,01,06/29/2017,JNJ,JOHNSON & JOHNSON,132.6400,12
006266,01,06/30/2017,JNJ,JOHNSON & JOHNSON,132.2900,12
006266,01,07/03/2017,JNJ,JOHNSON & JOHNSON,132.9000,12
006266,01,07/05/2017,JNJ,JOHNSON & JOHNSON,133.6400,12
006266,01,07/06/2017,JNJ,JOHNSON & JOHNSON,132.5200,12
006266,01,07/07/2017,JNJ,JOHNSON & JOHNSON,132.5400,12
006266,01,07/10/2017,JNJ,JOHNSON & JOHNSON,131.5500,12
006266,01,07/11/2017,JNJ,JOHNSON & JOHNSON,131.2300,12
006266,01,07/12/2017,JNJ,JOHNSON & JOHNSON,132.2300,12
006266,01,07/13/2017,JNJ,JOHNSON & JOHNSON,131.8600,12
006266,01,07/14/2017,JNJ,JOHNSON & JOHNSON,132.6000,12
006266,01,07/17/2017,JNJ,JOHNSON & JOHNSON,132.1500,12
006266,01,07/18/2017,JNJ,JOHNSON & JOHNSON,134.4600,12
006266,01,07/19/2017,JNJ,JOHNSON & JOHNSON,135.2100,12
006266,01,07/20/2017,JNJ,JOHNSON & JOHNSON,136.5700,12
006266,01,07/21/2017,JNJ,JOHNSON & JOHNSON,135.3100,12
006266,01,07/24/2017,JNJ,JOHNSON & JOHNSON,133.0100,12
006266,01,07/25/2017,JNJ,JOHNSON & JOHNSON,131.8800,12
006266,01,07/26/2017,JNJ,JOHNSON & JOHNSON,130.9500,12
006266,01,07/27/2017,JNJ,JOHNSON & JOHNSON,130.8300,12
006266,01,07/28/2017,JNJ,JOHNSON & JOHNSON,131.8500,12
006266,01,07/31/2017,JNJ,JOHNSON & JOHNSON,132.7200,12
006266,01,08/01/2017,JNJ,JOHNSON & JOHNSON,132.5100,12
006266,01,08/02/2017,JNJ,JOHNSON & JOHNSON,132.1600,12
006266,01,08/03/2017,JNJ,JOHNSON & JOHNSON,133.3500,12
006266,01,08/04/2017,JNJ,JOHNSON & JOHNSON,133.1800,12
006266,01,08/07/2017,JNJ,JOHNSON & JOHNSON,132.8600,12
006266,01,08/08/2017,JNJ,JOHNSON & JOHNSON,132.2700,12
006266,01,08/09/2017,JNJ,JOHNSON & JOHNSON,133.2300,12
006266,01,08/10/2017,JNJ,JOHNSON & JOHNSON,133.0900,12
006266,01,08/11/2017,JNJ,JOHNSON & JOHNSON,133.1000,12
006266,01,08/14/2017,JNJ,JOHNSON & JOHNSON,133.4800,12
006266,01,08/15/2017,JNJ,JOHNSON & JOHNSON,133.3800,12
006266,01,08/16/2017,JNJ,JOHNSON & JOHNSON,134.1700,12
006266,01,08/17/2017,JNJ,JOHNSON & JOHNSON,133.0400,12
006266,01,08/18/2017,JNJ,JOHNSON & JOHNSON,132.6300,12
006266,01,08/21/2017,JNJ,JOHNSON & JOHNSON,133.4500,12
006266,01,08/22/2017,JNJ,JOHNSON & JOHNSON,134.7000,12
006266,01,08/23/2017,JNJ,JOHNSON & JOHNSON,132.8000,12
006266,01,08/24/2017,JNJ,JOHNSON & JOHNSON,132.8900,12
006266,01,08/25/2017,JNJ,JOHNSON & JOHNSON,131.6800,12
006266,01,08/28/2017,JNJ,JOHNSON & JOHNSON,131.7400,12
006266,01,08/29/2017,JNJ,JOHNSON & JOHNSON,132.2100,12
006266,01,08/30/2017,JNJ,JOHNSON & JOHNSON,131.0700,12
006266,01,08/31/2017,JNJ,JOHNSON & JOHNSON,132.3700,12
006266,01,09/01/2017,JNJ,JOHNSON & JOHNSON,131.0300,12
006266,01,09/05/2017,JNJ,JOHNSON & JOHNSON,129.9000,12
006266,01,09/06/2017,JNJ,JOHNSON & JOHNSON,130.6700,12
006266,01,09/07/2017,JNJ,JOHNSON & JOHNSON,132.1900,12
006266,01,09/08/2017,JNJ,JOHNSON & JOHNSON,130.9800,12
006266,01,09/11/2017,JNJ,JOHNSON & JOHNSON,133.2100,12
006266,01,09/12/2017,JNJ,JOHNSON & JOHNSON,132.6300,12
006266,01,09/13/2017,JNJ,JOHNSON & JOHNSON,132.4500,12
006266,01,09/14/2017,JNJ,JOHNSON & JOHNSON,134.1800,12
006266,01,09/15/2017,JNJ,JOHNSON & JOHNSON,134.4500,12
006266,01,09/18/2017,JNJ,JOHNSON & JOHNSON,135.3800,12
006266,01,09/19/2017,JNJ,JOHNSON & JOHNSON,135.2200,12
006266,01,09/20/2017,JNJ,JOHNSON & JOHNSON,133.2200,12
006266,01,09/21/2017,JNJ,JOHNSON & JOHNSON,131.7500,12
006266,01,09/22/2017,JNJ,JOHNSON & JOHNSON,131.3900,12
006266,01,09/25/2017,JNJ,JOHNSON & JOHNSON,131.1700,12
006266,01,09/26/2017,JNJ,JOHNSON & JOHNSON,130.9400,12
006266,01,09/27/2017,JNJ,JOHNSON & JOHNSON,129.7500,12
006266,01,09/28/2017,JNJ,JOHNSON & JOHNSON,129.4700,12
006266,01,09/29/2017,JNJ,JOHNSON & JOHNSON,130.0100,12
006266,01,10/02/2017,JNJ,JOHNSON & JOHNSON,131.2200,12
006266,01,10/03/2017,JNJ,JOHNSON & JOHNSON,132.1000,12
006266,01,10/04/2017,JNJ,JOHNSON & JOHNSON,132.8900,12
006266,01,10/05/2017,JNJ,JOHNSON & JOHNSON,133.1900,12
006266,01,10/06/2017,JNJ,JOHNSON & JOHNSON,133.2200,12
006266,01,10/09/2017,JNJ,JOHNSON & JOHNSON,133.4500,12
006266,01,10/10/2017,JNJ,JOHNSON & JOHNSON,133.9000,12
006266,01,10/11/2017,JNJ,JOHNSON & JOHNSON,136.6500,12
006266,01,10/12/2017,JNJ,JOHNSON & JOHNSON,136.8300,12
006266,01,10/13/2017,JNJ,JOHNSON & JOHNSON,136.4300,12
006266,01,10/16/2017,JNJ,JOHNSON & JOHNSON,136.1200,12
006266,01,10/17/2017,JNJ,JOHNSON & JOHNSON,140.7900,12
006266,01,10/18/2017,JNJ,JOHNSON & JOHNSON,140.6800,12
006266,01,10/19/2017,JNJ,JOHNSON & JOHNSON,142.0400,12
006266,01,10/20/2017,JNJ,JOHNSON & JOHNSON,142.4000,12
006266,01,10/23/2017,JNJ,JOHNSON & JOHNSON,143.6200,12
006266,01,10/24/2017,JNJ,JOHNSON & JOHNSON,141.6400,12
006266,01,10/25/2017,JNJ,JOHNSON & JOHNSON,142.3600,12
006266,01,10/26/2017,JNJ,JOHNSON & JOHNSON,141.8100,12
006266,01,10/27/2017,JNJ,JOHNSON & JOHNSON,141.7800,12
006266,01,10/30/2017,JNJ,JOHNSON & JOHNSON,140.0000,12
006266,01,10/31/2017,JNJ,JOHNSON & JOHNSON,139.4100,12
006266,01,11/01/2017,JNJ,JOHNSON & JOHNSON,139.9800,12
006266,01,11/02/2017,JNJ,JOHNSON & JOHNSON,139.9300,12
006266,01,11/03/2017,JNJ,JOHNSON & JOHNSON,140.0800,12
006266,01,11/06/2017,JNJ,JOHNSON & JOHNSON,139.7600,12
006266,01,11/07/2017,JNJ,JOHNSON & JOHNSON,139.7700,12
006266,01,11/08/2017,JNJ,JOHNSON & JOHNSON,141.3200,12
006266,01,11/09/2017,JNJ,JOHNSON & JOHNSON,140.3500,12
006266,01,11/10/2017,JNJ,JOHNSON & JOHNSON,139.5600,12
006266,01,11/13/2017,JNJ,JOHNSON & JOHNSON,139.7600,12
006266,01,11/14/2017,JNJ,JOHNSON & JOHNSON,139.4900,12
006266,01,11/15/2017,JNJ,JOHNSON & JOHNSON,139.1000,12
006266,01,11/16/2017,JNJ,JOHNSON & JOHNSON,138.8700,12
006266,01,11/17/2017,JNJ,JOHNSON & JOHNSON,138.0000,12
006266,01,11/20/2017,JNJ,JOHNSON & JOHNSON,137.9300,12
006266,01,11/21/2017,JNJ,JOHNSON & JOHNSON,138.3400,12
006266,01,11/22/2017,JNJ,JOHNSON & JOHNSON,137.2900,12
006266,01,11/24/2017,JNJ,JOHNSON & JOHNSON,138.0100,12
006266,01,11/27/2017,JNJ,JOHNSON & JOHNSON,138.1000,12
006266,01,11/28/2017,JNJ,JOHNSON & JOHNSON,140.0200,12
006266,01,11/29/2017,JNJ,JOHNSON & JOHNSON,139.8100,12
006266,01,11/30/2017,JNJ,JOHNSON & JOHNSON,139.3300,12
006266,01,12/01/2017,JNJ,JOHNSON & JOHNSON,139.9800,12
006266,01,12/04/2017,JNJ,JOHNSON & JOHNSON,139.0100,12
006266,01,12/05/2017,JNJ,JOHNSON & JOHNSON,139.6700,12
006266,01,12/06/2017,JNJ,JOHNSON & JOHNSON,141.0600,12
006266,01,12/07/2017,JNJ,JOHNSON & JOHNSON,140.0100,12
006266,01,12/08/2017,JNJ,JOHNSON & JOHNSON,140.5900,12
006266,01,12/11/2017,JNJ,JOHNSON & JOHNSON,141.1400,12
006266,01,12/12/2017,JNJ,JOHNSON & JOHNSON,142.6000,12
006266,01,12/13/2017,JNJ,JOHNSON & JOHNSON,142.8900,12
006266,01,12/14/2017,JNJ,JOHNSON & JOHNSON,141.6500,12
006266,01,12/15/2017,JNJ,JOHNSON & JOHNSON,142.4600,12
006266,01,12/18/2017,JNJ,JOHNSON & JOHNSON,141.8000,12
006266,01,12/19/2017,JNJ,JOHNSON & JOHNSON,141.7800,12
006266,01,12/20/2017,JNJ,JOHNSON & JOHNSON,141.1600,12
