gvkey,iid,datadate,tic,conm,prccd,fyrc
002403,02,03/02/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1160.0250,12
002403,02,03/03/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1122.6500,12
002403,02,03/04/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1150.8000,12
002403,02,03/05/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1148.6000,12
002403,02,03/06/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1127.6250,12
002403,02,03/09/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1100.5250,12
002403,02,03/10/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1094.3000,12
002403,02,03/11/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1222.9500,12
002403,02,03/12/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,908.1000,12
002403,02,03/13/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,877.0501,12
002403,02,03/16/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,820.0100,12
002403,02,03/17/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1026.4750,12
002403,02,03/18/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,966.1750,12
002403,02,03/19/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,949.4000,12
002403,02,03/20/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,920.9500,12
002403,02,03/23/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,800.0000,12
002403,02,03/24/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,961.8500,12
002403,02,03/25/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,962.5250,12
002403,02,03/26/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,962.4500,12
002403,02,03/27/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,962.5200,12
002403,02,03/30/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,959.1750,12
002403,02,03/31/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1079.8500,12
002403,02,04/01/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1002.1200,12
002403,02,04/02/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1014.9150,12
002403,02,04/03/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1150.0000,12
002403,02,04/06/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1280.0000,12
002403,02,04/07/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1140.0000,12
002403,02,04/08/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1140.0000,12
002403,02,04/09/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1000.0000,12
002403,02,04/13/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1125.0800,12
002403,02,04/14/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1144.3250,12
002403,02,04/15/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1013.4000,12
002403,02,04/16/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1144.3250,12
002403,02,04/17/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1268.6500,12
002403,02,04/20/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1267.5000,12
002403,02,04/21/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1132.0200,12
002403,02,04/22/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1221.8750,12
002403,02,04/23/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1210.0050,12
002403,02,04/24/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1210.0000,12
002403,02,04/27/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1210.0000,12
002403,02,04/28/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1210.0000,12
002403,02,04/29/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1210.0000,12
002403,02,04/30/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1210.0000,12
002403,02,05/01/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1132.8250,12
002403,02,05/04/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1132.8250,12
002403,02,05/05/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1132.8250,12
002403,02,05/06/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1132.8250,12
002403,02,05/07/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1045.0000,12
002403,02,05/08/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1146.0000,12
002403,02,05/11/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1104.5250,12
002403,02,05/12/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1111.4000,12
002403,02,05/13/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1148.0000,12
002403,02,05/14/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1150.0000,12
002403,02,05/15/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1117.3250,12
002403,02,05/18/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1084.6500,12
002403,02,05/19/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1070.2500,12
002403,02,05/20/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1120.0000,12
002403,02,05/21/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1094.5000,12
002403,02,05/22/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1090.0000,12
002403,02,05/26/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1085.0000,12
002403,02,05/27/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1090.0000,12
002403,02,05/28/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1090.0000,12
002403,02,05/29/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1130.0000,12
002403,02,06/01/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1090.0000,12
002403,02,06/02/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1090.0000,12
002403,02,06/03/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1090.0000,12
002403,02,06/04/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1125.0000,12
002403,02,06/05/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1127.5000,12
002403,02,06/08/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1087.5000,12
002403,02,06/09/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1126.0000,12
002403,02,06/10/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1112.5000,12
002403,02,06/11/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1055.0000,12
002403,02,06/12/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1086.5000,12
002403,02,06/15/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1086.5000,12
002403,02,06/16/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1086.5000,12
002403,02,06/17/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1088.0000,12
002403,02,06/18/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1088.0000,12
002403,02,06/19/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1045.0750,12
002403,02,06/22/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1046.3500,12
002403,02,06/23/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1053.3000,12
002403,02,06/24/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1013.3750,12
002403,02,06/25/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1015.4250,12
002403,02,06/26/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1010.4250,12
002403,02,06/29/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1010.4250,12
002403,02,06/30/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1010.4250,12
002403,02,07/01/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1050.0000,12
002403,02,07/02/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1060.0000,12
002403,02,07/06/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1010.0500,12
002403,02,07/07/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1055.0000,12
002403,02,07/08/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1025.0000,12
002403,02,07/09/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,980.2000,12
002403,02,07/10/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1050.0000,12
002403,02,07/13/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1050.0000,12
002403,02,07/14/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1051.4000,12
002403,02,07/15/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1055.0000,12
002403,02,07/16/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1120.0000,12
002403,02,07/17/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1105.0250,12
002403,02,07/20/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1100.0250,12
002403,02,07/21/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1097.5250,12
002403,02,07/22/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1110.0000,12
002403,02,07/23/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1105.0250,12
002403,02,07/24/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1105.0250,12
002403,02,07/27/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1105.0250,12
002403,02,07/28/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1110.0000,12
002403,02,07/29/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1061.1500,12
002403,02,07/30/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1062.5000,12
002403,02,07/31/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1062.5000,12
002403,02,08/03/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1062.5000,12
002403,02,08/04/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1064.0500,12
002403,02,08/05/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1066.5750,12
002403,02,08/06/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1079.9750,12
002403,02,08/07/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1125.0000,12
002403,02,08/10/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1125.0000,12
002403,02,08/11/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1180.0250,12
002403,02,08/12/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1180.0250,12
002403,02,08/13/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1180.0250,12
002403,02,08/14/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1180.0250,12
002403,02,08/17/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1126.0000,12
002403,02,08/18/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1177.5250,12
002403,02,08/19/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1177.5250,12
002403,02,08/20/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1177.5250,12
002403,02,08/21/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1177.5250,12
002403,02,08/24/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1177.5250,12
002403,02,08/25/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1177.5250,12
002403,02,08/26/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1177.5250,12
002403,02,08/27/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1177.5250,12
002403,02,08/28/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1125.0000,12
002403,02,08/31/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1177.5250,12
002403,02,09/01/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1172.5000,12
002403,02,09/02/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1172.5000,12
002403,02,09/03/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1172.5000,12
002403,02,09/04/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1172.5000,12
002403,02,09/08/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1125.0000,12
002403,02,09/09/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1110.5000,12
002403,02,09/10/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1110.5000,12
002403,02,09/11/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1220.0000,12
002403,02,09/14/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1201.0000,12
002403,02,09/15/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1245.0000,12
002403,02,09/16/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1124.5500,12
002403,02,09/17/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1124.5500,12
002403,02,09/18/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1124.5500,12
002403,02,09/21/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1116.8750,12
002403,02,09/22/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1124.5500,12
002403,02,09/23/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1124.5500,12
002403,02,09/24/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1120.8500,12
002403,02,09/25/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1200.0000,12
002403,02,09/28/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1245.0000,12
002403,02,09/29/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1245.0000,12
002403,02,09/30/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1129.4250,12
002403,02,10/01/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1129.4250,12
002403,02,10/02/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1122.0500,12
002403,02,10/05/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1243.3500,12
002403,02,10/06/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1243.5750,12
002403,02,10/07/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1259.7750,12
002403,02,10/08/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1269.6000,12
002403,02,10/09/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1271.6250,12
002403,02,10/12/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1271.9000,12
002403,02,10/13/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1034.8000,12
002403,02,10/14/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1264.7750,12
002403,02,10/15/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1259.5000,12
002403,02,10/16/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1037.0000,12
002403,02,10/19/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1270.0000,12
002403,02,10/20/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1270.0000,12
002403,02,10/21/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1270.0000,12
002403,02,10/22/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1110.6000,12
002403,02,10/23/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1104.9250,12
002403,02,10/26/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1157.8000,12
002403,02,10/27/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1093.1250,12
002403,02,10/28/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1040.0000,12
002403,02,10/29/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1053.2500,12
002403,02,10/30/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1040.0000,12
002403,02,11/02/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1155.2500,12
002403,02,11/03/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1109.0500,12
002403,02,11/04/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1178.0750,12
002403,02,11/05/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1100.0000,12
002403,02,11/06/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1134.5000,12
002403,02,11/09/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,2092.0500,12
002403,02,11/10/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,2092.0500,12
002403,02,11/11/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,2087.9000,12
002403,02,11/12/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,2087.9000,12
002403,02,11/13/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,2050.0000,12
002403,02,11/16/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,2050.0000,12
002403,02,11/17/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,2050.0000,12
002403,02,11/18/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1100.0000,12
002403,02,11/19/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1532.8000,12
002403,02,11/20/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1532.8000,12
002403,02,11/23/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1100.0000,12
002403,02,11/24/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1532.8000,12
002403,02,11/25/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1200.0000,12
002403,02,11/27/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1600.0000,12
002403,02,11/30/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1217.5000,12
002403,02,12/01/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1600.0000,12
002403,02,12/02/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1200.0000,12
002403,02,12/03/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1268.3750,12
002403,02,12/04/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1041.8501,12
002403,02,12/07/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1026.9000,12
002403,02,12/08/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1267.5000,12
002403,02,12/09/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1267.5000,12
002403,02,12/10/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1155.6500,12
002403,02,12/11/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1159.4750,12
002403,02,12/14/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1026.9000,12
002403,02,12/15/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1175.4000,12
002403,02,12/16/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1123.8000,12
002403,02,12/17/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1125.1500,12
002403,02,12/18/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1131.9500,12
002403,02,12/21/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1270.5750,12
002403,02,12/22/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1265.5000,12
002403,02,12/23/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1262.3500,12
002403,02,12/24/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1029.3000,12
002403,02,12/28/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1263.3750,12
002403,02,12/29/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1265.6500,12
002403,02,12/30/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1269.9750,12
002403,02,12/31/2020,BMYMP,BRISTOL-MYERS SQUIBB CO,1271.4250,12
002403,02,01/04/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1265.8250,12
002403,02,01/05/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1266.8500,12
002403,02,01/06/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1268.1250,12
002403,02,01/07/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1273.8000,12
002403,02,01/08/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1275.2500,12
002403,02,01/11/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1295.9250,12
002403,02,01/12/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1300.2500,12
002403,02,01/13/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1194.0750,12
002403,02,01/14/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1305.3500,12
002403,02,01/15/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1308.4000,12
002403,02,01/19/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1122.7501,12
002403,02,01/20/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1207.3000,12
002403,02,01/21/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1189.1500,12
002403,02,01/22/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1192.6250,12
002403,02,01/25/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1211.0000,12
002403,02,01/26/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1191.3500,12
002403,02,01/27/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1170.8250,12
002403,02,01/28/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1173.3000,12
002403,02,01/29/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1166.7500,12
002403,02,02/01/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1173.8000,12
002403,02,02/02/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1058.0000,12
002403,02,02/03/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1171.2500,12
002403,02,02/04/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1167.2750,12
002403,02,02/05/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1170.5450,12
002403,02,02/08/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1179.0000,12
002403,02,02/09/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1078.5000,12
002403,02,02/10/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1179.0000,12
002403,02,02/11/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1179.0000,12
002403,02,02/12/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1108.0050,12
002403,02,02/16/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1071.3750,12
002403,02,02/17/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1179.0000,12
002403,02,02/18/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1179.0000,12
002403,02,02/19/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1300.0000,12
002403,02,02/22/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1177.5000,12
002403,02,02/23/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,02/24/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,02/25/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,02/26/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1300.0000,12
002403,02,03/01/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1135.0000,12
002403,02,03/02/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1070.0000,12
002403,02,03/03/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1070.0000,12
002403,02,03/04/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1070.0000,12
002403,02,03/05/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,03/08/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1160.0000,12
002403,02,03/09/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,03/10/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,03/11/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1135.0000,12
002403,02,03/12/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1135.0000,12
002403,02,03/15/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,03/16/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,03/17/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1135.0000,12
002403,02,03/18/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1135.0000,12
002403,02,03/19/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,03/22/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1160.0000,12
002403,02,03/23/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,03/24/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1135.0000,12
002403,02,03/25/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1185.0000,12
002403,02,03/26/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1186.1750,12
002403,02,03/29/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1138.1250,12
002403,02,03/30/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1135.0000,12
002403,02,03/31/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1100.0000,12
002403,02,04/01/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1120.5000,12
002403,02,04/05/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1184.9500,12
002403,02,04/06/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1100.0000,12
002403,02,04/07/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1112.5250,12
002403,02,04/08/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1100.0000,12
002403,02,04/09/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1100.0050,12
002403,02,04/12/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1130.0000,12
002403,02,04/13/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1150.0000,12
002403,02,04/14/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1150.0000,12
002403,02,04/15/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1150.0000,12
002403,02,04/16/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1187.5000,12
002403,02,04/19/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1163.6000,12
002403,02,04/20/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1167.9250,12
002403,02,04/21/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1169.8000,12
002403,02,04/22/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1167.6250,12
002403,02,04/23/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1187.5000,12
002403,02,04/26/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1187.5000,12
002403,02,04/27/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1150.0000,12
002403,02,04/28/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1187.5000,12
002403,02,04/29/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1150.0000,12
002403,02,04/30/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1349.0000,12
002403,02,05/03/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1147.5000,12
002403,02,05/04/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1147.5000,12
002403,02,05/05/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1148.3000,12
002403,02,05/06/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1195.0000,12
002403,02,05/07/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1147.5000,12
002403,02,05/10/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1139.2250,12
002403,02,05/11/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1195.0000,12
002403,02,05/12/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1210.0000,12
002403,02,05/13/2021,BMYMP,BRISTOL-MYERS SQUIBB CO,1210.0000,12
